time,lat,lon,RAIN_SUM
2025-06-03,1.0478058,15.35025,0.0
2025-06-03,1.0478058,15.4216,0.0
2025-06-03,1.0478058,15.49295,0.0
2025-06-03,1.0478058,15.564301,0.0
2025-06-03,1.0478058,15.635651,0.0
2025-06-03,1.0478058,15.70697,0.0
2025-06-03,1.0478058,15.77832,0.0
2025-06-03,1.0478058,15.84967,0.0
2025-06-03,1.0478058,15.9210205,0.0
2025-06-03,1.0478058,15.992371,0.0
2025-06-03,1.0478058,16.06372,0.0
2025-06-03,1.0478058,16.13507,0.0
2025-06-03,1.0478058,16.20642,0.0
2025-06-03,1.0478058,16.27774,0.0
2025-06-03,1.0478058,16.34909,0.0
2025-06-03,1.0478058,16.42044,0.0
2025-06-03,1.0478058,16.49179,0.0
2025-06-03,1.0478058,16.56314,0.0
2025-06-03,1.0478058,16.634491,0.0
2025-06-03,1.0478058,16.705841,0.0
2025-06-03,1.0478058,16.77716,0.0
2025-06-03,1.0478058,16.84851,0.0
2025-06-03,1.0478058,16.91986,0.0
2025-06-03,1.0478058,16.99121,0.0
2025-06-03,1.1198425,7.0028076,0.0
2025-06-03,1.1198425,7.0741577,0.0
2025-06-03,1.1198425,7.145508,0.0
2025-06-03,1.1198425,7.216858,0.0
2025-06-03,1.1198425,7.288208,0.0
2025-06-03,1.1198425,7.359558,0.0
2025-06-03,1.1198425,7.4308777,0.0
2025-06-03,1.1198425,7.502228,0.0
2025-06-03,1.1198425,7.573578,0.0
2025-06-03,1.1198425,7.644928,0.0
2025-06-03,1.1198425,7.716278,0.0
2025-06-03,1.1198425,7.787628,0.0
2025-06-03,1.1198425,7.8589478,0.0
2025-06-03,1.1198425,7.930298,0.0
2025-06-03,1.1198425,8.001648,0.0
2025-06-03,1.1198425,8.072998,0.0
2025-06-03,1.1198425,8.144348,0.0
2025-06-03,1.1198425,8.215698,0.0
2025-06-03,1.1198425,8.287018,0.0
2025-06-03,1.1198425,8.358368,0.0
2025-06-03,1.1198425,8.429718,0.0
2025-06-03,1.1198425,8.501068,0.0
2025-06-03,1.1198425,8.572418,0.0
2025-06-03,1.1198425,8.643768,0.0
2025-06-03,1.1198425,8.715088,0.0
2025-06-03,1.1198425,8.786438,0.0
2025-06-03,1.1198425,8.857788,0.0
2025-06-03,1.1198425,8.929138,0.0
2025-06-03,1.1198425,9.000488,0.0
2025-06-03,1.1198425,9.071838,0.0
2025-06-03,1.1198425,9.143158,0.0
2025-06-03,1.1198425,9.214508,0.0
2025-06-03,1.1198425,9.285858,0.0
2025-06-03,1.1198425,9.357208,0.0
2025-06-03,1.1198425,9.428558,0.0
2025-06-03,1.1198425,9.499908,0.0
2025-06-03,1.1198425,9.571259,0.0
2025-06-03,1.1198425,9.642578,0.0
2025-06-03,1.1198425,9.713928,0.0
2025-06-03,1.1198425,9.785278,0.0
2025-06-03,1.1198425,9.856628,0.0
2025-06-03,1.1198425,9.9279785,0.0
2025-06-03,1.1198425,9.999329,0.0
2025-06-03,1.1198425,10.070648,0.0
2025-06-03,1.1198425,10.141998,0.0
2025-06-03,1.1198425,10.213348,0.0
2025-06-03,1.1198425,10.2846985,0.0
2025-06-03,1.1198425,10.356049,0.0
2025-06-03,1.1198425,10.427399,0.0
2025-06-03,1.1198425,10.498749,0.0
2025-06-03,1.1198425,10.570068,0.0
2025-06-03,1.1198425,10.641418,0.0
2025-06-03,1.1198425,10.712769,0.0
2025-06-03,1.1198425,10.784119,0.0
2025-06-03,1.1198425,10.855469,0.0
2025-06-03,1.1198425,10.926819,0.0
2025-06-03,1.1198425,10.998169,0.0
2025-06-03,1.1198425,11.069489,0.0
2025-06-03,1.1198425,11.140839,0.0
2025-06-03,1.1198425,11.212189,0.0
2025-06-03,1.1198425,11.283539,0.0
2025-06-03,1.1198425,11.354889,0.0
2025-06-03,1.1198425,11.426239,0.0
2025-06-03,1.1198425,11.497559,0.0
2025-06-03,1.1198425,11.568909,0.0
2025-06-03,1.1198425,11.640259,0.0
2025-06-03,1.1198425,11.711609,0.0
2025-06-03,1.1198425,11.782959,0.0
2025-06-03,1.1198425,11.854309,0.0
2025-06-03,1.1198425,11.925659,0.0
2025-06-03,1.1198425,11.997009,0.0
2025-06-03,1.1198425,12.068329,0.0
2025-06-03,1.1198425,12.139679,0.0
2025-06-03,1.1198425,12.211029,0.0
2025-06-03,1.1198425,12.282379,0.0
2025-06-03,1.1198425,12.353729,0.0
2025-06-03,1.1198425,12.425079,0.0
2025-06-03,1.1198425,12.496399,0.0
2025-06-03,1.1198425,12.567749,0.0
2025-06-03,1.1198425,12.639099,0.0
2025-06-03,1.1198425,12.710449,0.0
2025-06-03,1.1198425,12.781799,0.0
2025-06-03,1.1198425,12.853149,0.0
2025-06-03,1.1198425,12.9244995,0.0
2025-06-03,1.1198425,12.99585,0.0
2025-06-03,1.1198425,13.067169,0.0
2025-06-03,1.1198425,13.138519,0.0
2025-06-03,1.1198425,13.209869,0.0
2025-06-03,1.1198425,13.2812195,0.0
2025-06-03,1.1198425,13.35257,0.0
2025-06-03,1.1198425,13.42392,0.0
2025-06-03,1.1198425,13.49527,0.0
2025-06-03,1.1198425,13.566589,0.0
2025-06-03,1.1198425,13.637939,0.0
2025-06-03,1.1198425,13.70929,0.0
2025-06-03,1.1198425,13.78064,0.0
2025-06-03,1.1198425,13.85199,0.0
2025-06-03,1.1198425,13.92334,0.0
2025-06-03,1.1198425,13.99469,0.0
2025-06-03,1.1198425,14.0660095,0.0
2025-06-03,1.1198425,14.13736,0.0
2025-06-03,1.1198425,14.20871,0.0
2025-06-03,1.1198425,14.28006,0.0
2025-06-03,1.1198425,14.35141,0.0
2025-06-03,1.1198425,14.42276,0.0
2025-06-03,1.1198425,14.49411,0.0
2025-06-03,1.1198425,14.56546,0.0
2025-06-03,1.1198425,14.63678,0.0
2025-06-03,1.1198425,14.70813,0.0
2025-06-03,1.1198425,14.77948,0.0
2025-06-03,1.1198425,14.85083,0.0
2025-06-03,1.1198425,14.92218,0.0
2025-06-03,1.1198425,14.99353,0.0
2025-06-03,1.1198425,15.06488,0.0
2025-06-03,1.1198425,15.1362,0.0
2025-06-03,1.1198425,15.20755,0.0
2025-06-03,1.1198425,15.2789,0.0
2025-06-03,1.1198425,15.35025,0.0
2025-06-03,1.1198425,15.4216,0.0
2025-06-03,1.1198425,15.49295,0.0
2025-06-03,1.1198425,15.564301,0.0
2025-06-03,1.1198425,15.635651,0.0
2025-06-03,1.1198425,15.70697,0.0
2025-06-03,1.1198425,15.77832,0.0
2025-06-03,1.1198425,15.84967,0.0
2025-06-03,1.1198425,15.9210205,0.0
2025-06-03,1.1198425,15.992371,0.0
2025-06-03,1.1198425,16.06372,0.0
2025-06-03,1.1198425,16.13507,0.0
2025-06-03,1.1198425,16.20642,0.0
2025-06-03,1.1198425,16.27774,0.0
2025-06-03,1.1198425,16.34909,0.0
2025-06-03,1.1198425,16.42044,0.0
2025-06-03,1.1198425,16.49179,0.0
2025-06-03,1.1198425,16.56314,0.0
2025-06-03,1.1198425,16.634491,0.0
2025-06-03,1.1198425,16.705841,0.0
2025-06-03,1.1198425,16.77716,0.0
2025-06-03,1.1198425,16.84851,0.0
2025-06-03,1.1198425,16.91986,0.0
2025-06-03,1.1198425,16.99121,0.0
2025-06-03,1.1918945,7.0028076,0.0
2025-06-03,1.1918945,7.0741577,0.0
2025-06-03,1.1918945,7.145508,0.0
2025-06-03,1.1918945,7.216858,0.0
2025-06-03,1.1918945,7.288208,0.0
2025-06-03,1.1918945,7.359558,0.0
2025-06-03,1.1918945,7.4308777,0.0
2025-06-03,1.1918945,7.502228,0.0
2025-06-03,1.1918945,7.573578,0.0
2025-06-03,1.1918945,7.644928,0.0
2025-06-03,1.1918945,7.716278,0.0
2025-06-03,1.1918945,7.787628,0.0
2025-06-03,1.1918945,7.8589478,0.0
2025-06-03,1.1918945,7.930298,0.0
2025-06-03,1.1918945,8.001648,0.0
2025-06-03,1.1918945,8.072998,0.0
2025-06-03,1.1918945,8.144348,0.0
2025-06-03,1.1918945,8.215698,0.0
2025-06-03,1.1918945,8.287018,0.0
2025-06-03,1.1918945,8.358368,0.0
2025-06-03,1.1918945,8.429718,0.0
2025-06-03,1.1918945,8.501068,0.0
2025-06-03,1.1918945,8.572418,0.0
2025-06-03,1.1918945,8.643768,0.0
2025-06-03,1.1918945,8.715088,0.0
2025-06-03,1.1918945,8.786438,0.0
2025-06-03,1.1918945,8.857788,0.0
2025-06-03,1.1918945,8.929138,0.0
2025-06-03,1.1918945,9.000488,0.0
2025-06-03,1.1918945,9.071838,0.0
2025-06-03,1.1918945,9.143158,0.0
2025-06-03,1.1918945,9.214508,0.0
2025-06-03,1.1918945,9.285858,0.0
2025-06-03,1.1918945,9.357208,0.0
2025-06-03,1.1918945,9.428558,0.0
2025-06-03,1.1918945,9.499908,0.0
2025-06-03,1.1918945,9.571259,0.0
2025-06-03,1.1918945,9.642578,0.0
2025-06-03,1.1918945,9.713928,0.0
2025-06-03,1.1918945,9.785278,0.0
2025-06-03,1.1918945,9.856628,0.0
2025-06-03,1.1918945,9.9279785,0.0
2025-06-03,1.1918945,9.999329,0.0
2025-06-03,1.1918945,10.070648,0.0
2025-06-03,1.1918945,10.141998,0.0
2025-06-03,1.1918945,10.213348,0.0
2025-06-03,1.1918945,10.2846985,0.0
2025-06-03,1.1918945,10.356049,0.0
2025-06-03,1.1918945,10.427399,0.0
2025-06-03,1.1918945,10.498749,0.0
2025-06-03,1.1918945,10.570068,0.0
2025-06-03,1.1918945,10.641418,0.0
2025-06-03,1.1918945,10.712769,0.0
2025-06-03,1.1918945,10.784119,0.0
2025-06-03,1.1918945,10.855469,0.0
2025-06-03,1.1918945,10.926819,0.0
2025-06-03,1.1918945,10.998169,0.0
2025-06-03,1.1918945,11.069489,0.0
2025-06-03,1.1918945,11.140839,0.0
2025-06-03,1.1918945,11.212189,0.0
2025-06-03,1.1918945,11.283539,0.0
2025-06-03,1.1918945,11.354889,0.0
2025-06-03,1.1918945,11.426239,0.0
2025-06-03,1.1918945,11.497559,0.0
2025-06-03,1.1918945,11.568909,0.0
2025-06-03,1.1918945,11.640259,0.0
2025-06-03,1.1918945,11.711609,0.0
2025-06-03,1.1918945,11.782959,0.0
2025-06-03,1.1918945,11.854309,0.0
2025-06-03,1.1918945,11.925659,0.0
2025-06-03,1.1918945,11.997009,0.0
2025-06-03,1.1918945,12.068329,0.0
2025-06-03,1.1918945,12.139679,0.0
2025-06-03,1.1918945,12.211029,0.0
2025-06-03,1.1918945,12.282379,0.0
2025-06-03,1.1918945,12.353729,0.0
2025-06-03,1.1918945,12.425079,0.0
2025-06-03,1.1918945,12.496399,0.0
2025-06-03,1.1918945,12.567749,0.0
2025-06-03,1.1918945,12.639099,0.0
2025-06-03,1.1918945,12.710449,0.0
2025-06-03,1.1918945,12.781799,0.0
2025-06-03,1.1918945,12.853149,0.0
2025-06-03,1.1918945,12.9244995,0.0
2025-06-03,1.1918945,12.99585,0.0
2025-06-03,1.1918945,13.067169,0.0
2025-06-03,1.1918945,13.138519,0.0
2025-06-03,1.1918945,13.209869,0.0
2025-06-03,1.1918945,13.2812195,0.0
2025-06-03,1.1918945,13.35257,0.0
2025-06-03,1.1918945,13.42392,0.0
2025-06-03,1.1918945,13.49527,0.0
2025-06-03,1.1918945,13.566589,0.0
2025-06-03,1.1918945,13.637939,0.0
2025-06-03,1.1918945,13.70929,0.0
2025-06-03,1.1918945,13.78064,0.0
2025-06-03,1.1918945,13.85199,0.0
2025-06-03,1.1918945,13.92334,0.0
2025-06-03,1.1918945,13.99469,0.0
2025-06-03,1.1918945,14.0660095,0.0
2025-06-03,1.1918945,14.13736,0.0
2025-06-03,1.1918945,14.20871,0.0
2025-06-03,1.1918945,14.28006,0.0
2025-06-03,1.1918945,14.35141,0.0
2025-06-03,1.1918945,14.42276,0.0
2025-06-03,1.1918945,14.49411,0.0
2025-06-03,1.1918945,14.56546,0.0
2025-06-03,1.1918945,14.63678,0.0
2025-06-03,1.1918945,14.70813,0.0
2025-06-03,1.1918945,14.77948,0.0
2025-06-03,1.1918945,14.85083,0.0
2025-06-03,1.1918945,14.92218,0.0
2025-06-03,1.1918945,14.99353,0.0
2025-06-03,1.1918945,15.06488,0.0
2025-06-03,1.1918945,15.1362,0.0
2025-06-03,1.1918945,15.20755,0.0
2025-06-03,1.1918945,15.2789,0.0
2025-06-03,1.1918945,15.35025,0.0
2025-06-03,1.1918945,15.4216,0.0
2025-06-03,1.1918945,15.49295,0.0
2025-06-03,1.1918945,15.564301,0.0
2025-06-03,1.1918945,15.635651,0.0
2025-06-03,1.1918945,15.70697,0.0
2025-06-03,1.1918945,15.77832,0.0
2025-06-03,1.1918945,15.84967,0.0
2025-06-03,1.1918945,15.9210205,0.0
2025-06-03,1.1918945,15.992371,0.0
2025-06-03,1.1918945,16.06372,0.0
2025-06-03,1.1918945,16.13507,0.0
2025-06-03,1.1918945,16.20642,0.0
2025-06-03,1.1918945,16.27774,0.0
2025-06-03,1.1918945,16.34909,0.0
2025-06-03,1.1918945,16.42044,0.0
2025-06-03,1.1918945,16.49179,0.0
2025-06-03,1.1918945,16.56314,0.0
2025-06-03,1.1918945,16.634491,0.0
2025-06-03,1.1918945,16.705841,0.0
2025-06-03,1.1918945,16.77716,0.0
2025-06-03,1.1918945,16.84851,0.0
2025-06-03,1.1918945,16.91986,0.0
2025-06-03,1.1918945,16.99121,0.0
2025-06-03,1.2636414,7.0028076,0.0
2025-06-03,1.2636414,7.0741577,0.0
2025-06-03,1.2636414,7.145508,0.0
2025-06-03,1.2636414,7.216858,0.0
2025-06-03,1.2636414,7.288208,0.0
2025-06-03,1.2636414,7.359558,0.0
2025-06-03,1.2636414,7.4308777,0.0
2025-06-03,1.2636414,7.502228,0.0
2025-06-03,1.2636414,7.573578,0.0
2025-06-03,1.2636414,7.644928,0.0
2025-06-03,1.2636414,7.716278,0.0
2025-06-03,1.2636414,7.787628,0.0
2025-06-03,1.2636414,7.8589478,0.0
2025-06-03,1.2636414,7.930298,0.0
2025-06-03,1.2636414,8.001648,0.0
2025-06-03,1.2636414,8.072998,0.0
2025-06-03,1.2636414,8.144348,0.0
2025-06-03,1.2636414,8.215698,0.0
2025-06-03,1.2636414,8.287018,0.0
2025-06-03,1.2636414,8.358368,0.0
2025-06-03,1.2636414,8.429718,0.0
2025-06-03,1.2636414,8.501068,0.0
2025-06-03,1.2636414,8.572418,0.0
2025-06-03,1.2636414,8.643768,0.0
2025-06-03,1.2636414,8.715088,0.0
2025-06-03,1.2636414,8.786438,0.0
2025-06-03,1.2636414,8.857788,0.0
2025-06-03,1.2636414,8.929138,0.0
2025-06-03,1.2636414,9.000488,0.0
2025-06-03,1.2636414,9.071838,0.0
2025-06-03,1.2636414,9.143158,0.0
2025-06-03,1.2636414,9.214508,0.0
2025-06-03,1.2636414,9.285858,0.0
2025-06-03,1.2636414,9.357208,0.0
2025-06-03,1.2636414,9.428558,0.0
2025-06-03,1.2636414,9.499908,0.0
2025-06-03,1.2636414,9.571259,0.0
2025-06-03,1.2636414,9.642578,0.0
2025-06-03,1.2636414,9.713928,0.0
2025-06-03,1.2636414,9.785278,0.0
2025-06-03,1.2636414,9.856628,0.0
2025-06-03,1.2636414,9.9279785,0.0
2025-06-03,1.2636414,9.999329,0.0
2025-06-03,1.2636414,10.070648,0.0
2025-06-03,1.2636414,10.141998,0.0
2025-06-03,1.2636414,10.213348,0.0
2025-06-03,1.2636414,10.2846985,0.0
2025-06-03,1.2636414,10.356049,0.0
2025-06-03,1.2636414,10.427399,0.0
2025-06-03,1.2636414,10.498749,0.0
2025-06-03,1.2636414,10.570068,0.0
2025-06-03,1.2636414,10.641418,0.0
2025-06-03,1.2636414,10.712769,0.0
2025-06-03,1.2636414,10.784119,0.0
2025-06-03,1.2636414,10.855469,0.0
2025-06-03,1.2636414,10.926819,0.0
2025-06-03,1.2636414,10.998169,0.0
2025-06-03,1.2636414,11.069489,0.0
2025-06-03,1.2636414,11.140839,0.0
2025-06-03,1.2636414,11.212189,0.0
2025-06-03,1.2636414,11.283539,0.0
2025-06-03,1.2636414,11.354889,0.0
2025-06-03,1.2636414,11.426239,0.0
2025-06-03,1.2636414,11.497559,0.0
2025-06-03,1.2636414,11.568909,0.0
2025-06-03,1.2636414,11.640259,0.0
2025-06-03,1.2636414,11.711609,0.0
2025-06-03,1.2636414,11.782959,0.0
2025-06-03,1.2636414,11.854309,0.0
2025-06-03,1.2636414,11.925659,0.0
2025-06-03,1.2636414,11.997009,0.0
2025-06-03,1.2636414,12.068329,0.0
2025-06-03,1.2636414,12.139679,0.0
2025-06-03,1.2636414,12.211029,0.0
2025-06-03,1.2636414,12.282379,0.0
2025-06-03,1.2636414,12.353729,0.0
2025-06-03,1.2636414,12.425079,0.0
2025-06-03,1.2636414,12.496399,0.0
2025-06-03,1.2636414,12.567749,0.0
2025-06-03,1.2636414,12.639099,0.0
2025-06-03,1.2636414,12.710449,0.0
2025-06-03,1.2636414,12.781799,0.0
2025-06-03,1.2636414,12.853149,0.0
2025-06-03,1.2636414,12.9244995,0.0
2025-06-03,1.2636414,12.99585,0.0
2025-06-03,1.2636414,13.067169,0.0
2025-06-03,1.2636414,13.138519,0.0
2025-06-03,1.2636414,13.209869,0.0
2025-06-03,1.2636414,13.2812195,0.0
2025-06-03,1.2636414,13.35257,0.0
2025-06-03,1.2636414,13.42392,0.0
2025-06-03,1.2636414,13.49527,0.0
2025-06-03,1.2636414,13.566589,0.0
2025-06-03,1.2636414,13.637939,0.0
2025-06-03,1.2636414,13.70929,0.0
2025-06-03,1.2636414,13.78064,0.0
2025-06-03,1.2636414,13.85199,0.0
2025-06-03,1.2636414,13.92334,0.0
2025-06-03,1.2636414,13.99469,0.0
2025-06-03,1.2636414,14.0660095,0.0
2025-06-03,1.2636414,14.13736,0.0
2025-06-03,1.2636414,14.20871,0.0
2025-06-03,1.2636414,14.28006,0.0
2025-06-03,1.2636414,14.35141,0.0
2025-06-03,1.2636414,14.42276,0.0
2025-06-03,1.2636414,14.49411,0.0
2025-06-03,1.2636414,14.56546,0.0
2025-06-03,1.2636414,14.63678,0.0
2025-06-03,1.2636414,14.70813,0.0
2025-06-03,1.2636414,14.77948,0.0
2025-06-03,1.2636414,14.85083,0.0
2025-06-03,1.2636414,14.92218,0.0
2025-06-03,1.2636414,14.99353,0.0
2025-06-03,1.2636414,15.06488,0.0
2025-06-03,1.2636414,15.1362,0.0
2025-06-03,1.2636414,15.20755,0.0
2025-06-03,1.2636414,15.2789,0.0
2025-06-03,1.2636414,15.35025,0.0
2025-06-03,1.2636414,15.4216,0.0
2025-06-03,1.2636414,15.49295,0.0
2025-06-03,1.2636414,15.564301,0.0
2025-06-03,1.2636414,15.635651,0.0
2025-06-03,1.2636414,15.70697,0.0
2025-06-03,1.2636414,15.77832,0.0
2025-06-03,1.2636414,15.84967,0.0
2025-06-03,1.2636414,15.9210205,0.0
2025-06-03,1.2636414,15.992371,0.0
2025-06-03,1.2636414,16.06372,0.0
2025-06-03,1.2636414,16.13507,0.0
2025-06-03,1.2636414,16.20642,0.0
2025-06-03,1.2636414,16.27774,0.0
2025-06-03,1.2636414,16.34909,0.0
2025-06-03,1.2636414,16.42044,0.0
2025-06-03,1.2636414,16.49179,0.0
2025-06-03,1.2636414,16.56314,0.0
2025-06-03,1.2636414,16.634491,0.0
2025-06-03,1.2636414,16.705841,0.0
2025-06-03,1.2636414,16.77716,0.0
2025-06-03,1.2636414,16.84851,0.0
2025-06-03,1.2636414,16.91986,0.0
2025-06-03,1.2636414,16.99121,0.0
2025-06-03,1.3355331,7.0028076,0.0
2025-06-03,1.3355331,7.0741577,0.0
2025-06-03,1.3355331,7.145508,0.0
2025-06-03,1.3355331,7.216858,0.0
2025-06-03,1.3355331,7.288208,0.0
2025-06-03,1.3355331,7.359558,0.0
2025-06-03,1.3355331,7.4308777,0.0
2025-06-03,1.3355331,7.502228,0.0
2025-06-03,1.3355331,7.573578,0.0
2025-06-03,1.3355331,7.644928,0.0
2025-06-03,1.3355331,7.716278,0.0
2025-06-03,1.3355331,7.787628,0.0
2025-06-03,1.3355331,7.8589478,0.0
2025-06-03,1.3355331,7.930298,0.0
2025-06-03,1.3355331,8.001648,0.0
2025-06-03,1.3355331,8.072998,0.0
2025-06-03,1.3355331,8.144348,0.0
2025-06-03,1.3355331,8.215698,0.0
2025-06-03,1.3355331,8.287018,0.0
2025-06-03,1.3355331,8.358368,0.0
2025-06-03,1.3355331,8.429718,0.0
2025-06-03,1.3355331,8.501068,0.0
2025-06-03,1.3355331,8.572418,0.0
2025-06-03,1.3355331,8.643768,0.0
2025-06-03,1.3355331,8.715088,0.0
2025-06-03,1.3355331,8.786438,0.0
2025-06-03,1.3355331,8.857788,0.0
2025-06-03,1.3355331,8.929138,0.0
2025-06-03,1.3355331,9.000488,0.0
2025-06-03,1.3355331,9.071838,0.0
2025-06-03,1.3355331,9.143158,0.0
2025-06-03,1.3355331,9.214508,0.0
2025-06-03,1.3355331,9.285858,0.0
2025-06-03,1.3355331,9.357208,0.0
2025-06-03,1.3355331,9.428558,0.0
2025-06-03,1.3355331,9.499908,0.0
2025-06-03,1.3355331,9.571259,0.0
2025-06-03,1.3355331,9.642578,0.0
2025-06-03,1.3355331,9.713928,0.0
2025-06-03,1.3355331,9.785278,0.0
2025-06-03,1.3355331,9.856628,0.0
2025-06-03,1.3355331,9.9279785,0.0
2025-06-03,1.3355331,9.999329,0.0
2025-06-03,1.3355331,10.070648,0.0
2025-06-03,1.3355331,10.141998,0.0
2025-06-03,1.3355331,10.213348,0.0
2025-06-03,1.3355331,10.2846985,0.0
2025-06-03,1.3355331,10.356049,0.0
2025-06-03,1.3355331,10.427399,0.0
2025-06-03,1.3355331,10.498749,0.0
2025-06-03,1.3355331,10.570068,0.0
2025-06-03,1.3355331,10.641418,0.0
2025-06-03,1.3355331,10.712769,0.0
2025-06-03,1.3355331,10.784119,0.0
2025-06-03,1.3355331,10.855469,0.0
2025-06-03,1.3355331,10.926819,0.0
2025-06-03,1.3355331,10.998169,0.0
2025-06-03,1.3355331,11.069489,0.0
2025-06-03,1.3355331,11.140839,0.0
2025-06-03,1.3355331,11.212189,0.0
2025-06-03,1.3355331,11.283539,0.0
2025-06-03,1.3355331,11.354889,0.0
2025-06-03,1.3355331,11.426239,0.0
2025-06-03,1.3355331,11.497559,0.0
2025-06-03,1.3355331,11.568909,0.0
2025-06-03,1.3355331,11.640259,0.0
2025-06-03,1.3355331,11.711609,0.0
2025-06-03,1.3355331,11.782959,0.0
